機種,材料代號,台松料號,材料名稱
F-Y36JH-00,43450-1260,05C3957-3770,顯示板(00版專用)
F-Y36JH,43450-1260,05C3957-3770,顯示板(00版專用)
F-Y26JH-03,43450-1270,05C4731-5701,操作板總成
F-Y26JH-01,43450-1270,05C4731-5701,操作板總成
F-Y26JH-00,43450-1270,05C4731-5701,操作板總成
F-Y26JH,43450-1270,05C4731-5701,操作板總成
F-Y32JH-01,43450-1280,05C4731-5711,操作板總成
F-Y32JH-00,43450-1280,05C4731-5711,操作板總成
F-Y32JH-03,43450-1280,05C4731-5711,操作板總成
F-Y32JH,43450-1280,05C4731-5711,操作板總成
F-Y36JH-00,43450-1290,05C4731-5721,操作板總成
F-Y36JH,43450-1290,05C4731-5721,操作板總成
F-Y36JH-03,43450-1290,05C4731-5721,操作板總成
F-Y36JH-01,43450-1290,05C4731-5721,操作板總成
F-Y12ES,43450-1300,05C3957-1461,主控板
F-Y12ES-02,43450-1300,05C3957-1461,主控板
F-Y32EH,43450-1310,05C4731-0960-1,觸控板總成(操作)
F-Y32EH-01,43450-1310,05C4731-0960-1,觸控板總成(操作)
F-Y26DHW-00,43450-1330,05C4730-9660,觸控板總成(操作)
F-Y20DHW,43450-1330,05C4730-9660,觸控板總成(操作)
F-Y26DHW,43450-1330,05C4730-9660,觸控板總成(操作)
F-Y20DHW-00,43450-1330,05C4730-9660,觸控板總成(操作)
F-Y20EH-01,43450-1340,05C4731-0790-1,操作板
F-Y26EH,43450-1340,05C4731-0790-1,操作板
F-Y26EH-01,43450-1340,05C4731-0790-1,操作板
F-Y26EH-T,43450-1340,05C4731-0790-1,操作板
F-Y20EH,43450-1340,05C4731-0790-1,操作板
F-Y20EH-T,43450-1340,05C4731-0790-1,操作板
F-Y32GH-00,43450-1350,05C4731-4880 ,觸控板組(不含顯示板)
F-Y32GH,43450-1350,05C4731-4880 ,觸控板組(不含顯示板)
F-Y20JH-02,43450-1360,05C3957-3741,顯示板(01版專用)
F-Y20JH-04,43450-1360,05C3957-3741,顯示板(01版專用)
F-Y20JH-00,43450-1360,05C3957-3741,顯示板(01版專用)
F-Y20JH,43450-1360,05C3957-3741,顯示板(01版專用)
F-Y20JH-01,43450-1360,05C3957-3741,顯示板(01版專用)
F-Y26JH-01,43450-1370,05C3957-3751,顯示板(01版專用)
F-Y26JH-02,43450-1370,05C3957-3751,顯示板(01版專用)
F-Y26JH-04,43450-1370,05C3957-3751,顯示板(01版專用)
F-Y26JH-05,43450-1370,05C3957-3751,顯示板(01版專用)
F-Y26JH,43450-1370,05C3957-3751,顯示板(01版專用)
F-Y26JH-03,43450-1370,05C3957-3751,顯示板(01版專用)
F-Y26JH-00,43450-1370,05C3957-3751,顯示板(01版專用)
F-Y32JH-02,43450-1380,05C3957-3761,顯示板(01版專用)
F-Y32JH-01,43450-1380,05C3957-3761,顯示板(01版專用)
F-Y32JH-04,43450-1380,05C3957-3761,顯示板(01版專用)
F-Y32JH-03,43450-1380,05C3957-3761,顯示板(01版專用)
F-Y32JH-00,43450-1380,05C3957-3761,顯示板(01版專用)
F-Y36JH-02,43450-1390,05C3957-3771,顯示板(01版專用)
F-Y36JH,43450-1390,05C3957-3771,顯示板(01版專用)
F-Y36JH-00,43450-1390,05C3957-3771,顯示板(01版專用)
F-Y36JH-03,43450-1390,05C3957-3771,顯示板(01版專用)
F-Y36JH-01,43450-1390,05C3957-3771,顯示板(01版專用)
F-Y36JH-04,43450-1390,05C3957-3771,顯示板(01版專用)
F-Y36JH-T,43450-1390,05C3957-3771,顯示板(01版專用)
F-Y20JH,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y26JH-00,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y20JH-00,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y32JH-01,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y32JH-00,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y36JH-00,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y26JH-01,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y20JH-02,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y26JH-02,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y36JH-T,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y36JH-01,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y36JH-04,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y32JH-04,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y20JH-01,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y32JH-02,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y26JH-04,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y36JH-02,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y36JH-03,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y20JH-04,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y26JH-05,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y26JH,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y32JH-03,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y26JH-03,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y36JH,43450-1400,05C3902-0271,前顯示板(TFT)
F-Y26FH-00,43450-1410,05C4731-4412 ,NANOEX組立
F-Y26FH,43450-1410,05C4731-4412 ,NANOEX組立
F-Y20FH,43450-1410,05C4731-4412 ,NANOEX組立
F-Y16FH,43450-1410,05C4731-4412 ,NANOEX組立
F-Y20FH-01,43450-1410,05C4731-4412 ,NANOEX組立
F-Y16FH-02,43450-1410,05C4731-4412 ,NANOEX組立
F-Y16FH-00,43450-1410,05C4731-4412 ,NANOEX組立
F-Y16FH-01,43450-1410,05C4731-4412 ,NANOEX組立
F-Y26FH-01,43450-1410,05C4731-4412 ,NANOEX組立
F-Y20FH-00,43450-1410,05C4731-4412 ,NANOEX組立
F-YV32LX,43450-1420,05C3928-2419,電源版(外)C3957-3870
F-YV32LX-50,43450-1420,05C3928-2419,電源版(外)C3957-3870
F-YV32LX-T,43450-1420,05C3928-2419,電源版(外)C3957-3870
F-YV32LX-00,43450-1420,05C3928-2419,電源版(外)C3957-3870
F-YV32LX-50,43450-1430,05C4731-8360 ,操作板組立
F-YV32LX-00,43450-1430,05C4731-8360 ,操作板組立
F-YV32LX,43450-1430,05C4731-8360 ,操作板組立
F-YV32LX-T,43450-1430,05C4731-8360 ,操作板組立
F-YV50LX-01,43450-1440,05C4731-8850 ,電源板組立完成
F-YV50LX,43450-1440,05C4731-8850 ,電源板組立完成
F-YV50LX-00,43450-1440,05C4731-8850 ,電源板組立完成
F-YV50LX-T,43450-1440,05C4731-8850 ,電源板組立完成
F-YV50LX-50,43450-1440,05C4731-8850 ,電源板組立完成
F-YV50LX,43450-1450,05C3928-2422,電源板(C3957-3870)
F-YV50LX-50,43450-1450,05C3928-2422,電源板(C3957-3870)
F-YV50LX-00,43450-1450,05C3928-2422,電源板(C3957-3870)
F-YV50LX-01,43450-1450,05C3928-2422,電源板(C3957-3870)
F-YV50LX-T,43450-1450,05C3928-2422,電源板(C3957-3870)
F-YV32LX-50,43450-1460,05C3928-2423,操作版(C3957-3880)
F-YV32LX,43450-1460,05C3928-2423,操作版(C3957-3880)
F-YV32LX-00,43450-1460,05C3928-2423,操作版(C3957-3880)
F-YV32LX-T,43450-1460,05C3928-2423,操作版(C3957-3880)
F-YD36LX,43450-1470,05C3957-4740 ,控制板
F-YD36LX,43450-1480,05C4731-7660 ,電裝盒組立
F-YD36LX,43450-1490,05C4731-9150 ,NANOE發射器
F-YD64LX,43450-1490,05C4731-9150 ,NANOE發射器
F-YD36LX,43450-1500,05C4731-9210 ,接收器組立
F-YD64LX,43450-1500,05C4731-9210 ,接收器組立
F-YD64LX,43450-1510,05C3957-5200 ,控制板
F-YD64LX,43450-1530,05C4731-9140 ,電裝盒組立
F-YV38LX,43450-1540,05C3957-3920,濕度板
F-YV50LX-00,43450-1540,05C3957-3920,濕度板
F-YV38LX-50,43450-1540,05C3957-3920,濕度板
F-YV45LX-50,43450-1540,05C3957-3920,濕度板
F-YV32LX-50,43450-1540,05C3957-3920,濕度板
F-YV38LX-02,43450-1540,05C3957-3920,濕度板
F-YV50LX-T,43450-1540,05C3957-3920,濕度板
F-YV32LX-00,43450-1540,05C3957-3920,濕度板
F-YV45LX-01,43450-1540,05C3957-3920,濕度板
F-YV32LX,43450-1540,05C3957-3920,濕度板
F-YV38LX-51,43450-1540,05C3957-3920,濕度板
F-YV50LX,43450-1540,05C3957-3920,濕度板
F-YV45LX-00,43450-1540,05C3957-3920,濕度板
F-YV32LX-T,43450-1540,05C3957-3920,濕度板
F-YV50LX-01,43450-1540,05C3957-3920,濕度板
F-YV50LX-50,43450-1540,05C3957-3920,濕度板
F-YV45LX,43450-1540,05C3957-3920,濕度板
F-YV32MH-50,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV36MH-51,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV50LX-T,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV36MH            ,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV32LX-00,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV32LX,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV32LX-T,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV36MH-50,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV36MH-00,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV50LX-50,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV32MH-51,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV38LX,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV32MH-01,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV32LX-50,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV40MH-00,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV38LX-02,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV50LX-01,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV45LX-00,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV32MH-00,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV40MH            ,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV32MH            ,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV50LX-00,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV36MH-01,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV38LX-50,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV45LX-01,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV38LX-51,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV45LX,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV40MH-50,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV40MH-01,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV50LX,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV45LX-50,43450-1550,05C3957-4760 ,運轉指示燈板
F-YV45LX-00,43450-1560,05C3928-2421,電源板(C3957-3870)
F-YV45LX-50,43450-1560,05C3928-2421,電源板(C3957-3870)
F-YV45LX-01,43450-1560,05C3928-2421,電源板(C3957-3870)
F-YV45LX,43450-1560,05C3928-2421,電源板(C3957-3870)
F-YV45LX-00,43450-1570,05C3928-2425,操作板(C3957-3880)
F-YV45LX,43450-1570,05C3928-2425,操作板(C3957-3880)
F-YV45LX-01,43450-1570,05C3928-2425,操作板(C3957-3880)
F-YV45LX-50,43450-1570,05C3928-2425,操作板(C3957-3880)
F-YV50LX,43450-1580,05C3928-2426,操作板(C3957-3880)
F-YV50LX-01,43450-1580,05C3928-2426,操作板(C3957-3880)
F-YV50LX-00,43450-1580,05C3928-2426,操作板(C3957-3880)
F-YV50LX-50,43450-1580,05C3928-2426,操作板(C3957-3880)
F-YV50LX-T,43450-1580,05C3928-2426,操作板(C3957-3880)
F-YV38LX-02,43450-1590,05C3928-2424,操作版(C3957-3880)
F-YV38LX,43450-1590,05C3928-2424,操作版(C3957-3880)
F-YV38LX-50,43450-1590,05C3928-2424,操作版(C3957-3880)
F-YV38LX-51,43450-1590,05C3928-2424,操作版(C3957-3880)
F-YV38LX-50,43450-1600,05C3928-2420,電源板(C3957-3870)
F-YV38LX-02,43450-1600,05C3928-2420,電源板(C3957-3870)
F-YV38LX-51,43450-1600,05C3928-2420,電源板(C3957-3870)
F-YV38LX,43450-1600,05C3928-2420,電源板(C3957-3870)
F-YV32LX-00,43450-1620,05C4731-8370,NANOE X組立
F-YV50LX-01,43450-1620,05C4731-8370,NANOE X組立
F-YV32LX,43450-1620,05C4731-8370,NANOE X組立
F-YV50LX-T,43450-1620,05C4731-8370,NANOE X組立
F-YV50LX-50,43450-1620,05C4731-8370,NANOE X組立
F-YV32LX-T,43450-1620,05C4731-8370,NANOE X組立
F-YV45LX-01,43450-1620,05C4731-8370,NANOE X組立
F-YV38LX,43450-1620,05C4731-8370,NANOE X組立
F-YV45LX-50,43450-1620,05C4731-8370,NANOE X組立
F-YV38LX-02,43450-1620,05C4731-8370,NANOE X組立
F-YV32LX-50,43450-1620,05C4731-8370,NANOE X組立
F-YV38LX-50,43450-1620,05C4731-8370,NANOE X組立
F-YV45LX,43450-1620,05C4731-8370,NANOE X組立
F-YV38LX-51,43450-1620,05C4731-8370,NANOE X組立
F-YV45LX-00,43450-1620,05C4731-8370,NANOE X組立
F-YV50LX,43450-1620,05C4731-8370,NANOE X組立
F-YV50LX-00,43450-1620,05C4731-8370,NANOE X組立
F-YV45LX            ,43450-1630,05C4731-8350,觸控板組立完成
F-YV32LX,43450-1630,05C4731-8350,觸控板組立完成
F-YV50LX,43450-1630,05C4731-8350,觸控板組立完成
F-YV38LX            ,43450-1630,05C4731-8350,觸控板組立完成
F-YV38LX,43450-1640,05C4731-8800 ,操作板
F-YV38LX-50,43450-1640,05C4731-8800 ,操作板
F-YV38LX-02,43450-1640,05C4731-8800 ,操作板
F-YV38LX-51,43450-1640,05C4731-8800 ,操作板
F-YV38LX-50,43450-1650,05C4731-8830 ,電源板總成
F-YV38LX,43450-1650,05C4731-8830 ,電源板總成
F-YV38LX-02,43450-1650,05C4731-8830 ,電源板總成
F-YV38LX-51,43450-1650,05C4731-8830 ,電源板總成
F-YV50LX-01,43450-1660,05C4731-8820 ,操作板總成
F-YV50LX-00,43450-1660,05C4731-8820 ,操作板總成
F-YV50LX-T,43450-1660,05C4731-8820 ,操作板總成
F-YV50LX-50,43450-1660,05C4731-8820 ,操作板總成
F-YV50LX,43450-1660,05C4731-8820 ,操作板總成
F-YV32NXK-00,43450-1670,05C3957-5410,WI-F1模組
F-YV24NN,43450-1670,05C3957-5410,WI-F1模組
F-YV28NXK           ,43450-1670,05C3957-5410,WI-F1模組
F-YV32NXK           ,43450-1670,05C3957-5410,WI-F1模組
F-P75MH,43450-1670,05C3957-5410,WI-F1模組
F-YV32MH,43450-1670,05C3957-5410,WI-F1模組
F-YV36MH-00,43450-1670,05C3957-5410,WI-F1模組
F-YV40MH-01,43450-1670,05C3957-5410,WI-F1模組
F-YV36MH-51,43450-1670,05C3957-5410,WI-F1模組
F-YV36MH,43450-1670,05C3957-5410,WI-F1模組
F-YV28NH,43450-1670,05C3957-5410,WI-F1模組
F-P90MH,43450-1670,05C3957-5410,WI-F1模組
F-YV40MH-50,43450-1670,05C3957-5410,WI-F1模組
F-YV32MH-50,43450-1670,05C3957-5410,WI-F1模組
F-YV28NH-00,43450-1670,05C3957-5410,WI-F1模組
F-P75MHC,43450-1670,05C3957-5410,WI-F1模組
F-YV32NX,43450-1670,05C3957-5410,WI-F1模組
F-YV36MH-01,43450-1670,05C3957-5410,WI-F1模組
F-YV28NXK-00,43450-1670,05C3957-5410,WI-F1模組
F-YV32MH-01,43450-1670,05C3957-5410,WI-F1模組
F-YV28NX-00,43450-1670,05C3957-5410,WI-F1模組
F-YV36MH-50,43450-1670,05C3957-5410,WI-F1模組
F-YV32MH-00,43450-1670,05C3957-5410,WI-F1模組
F-YV28NX            ,43450-1670,05C3957-5410,WI-F1模組
F-YV40MH-00,43450-1670,05C3957-5410,WI-F1模組
F-YV32NX-00,43450-1670,05C3957-5410,WI-F1模組
F-YV32MH-51,43450-1670,05C3957-5410,WI-F1模組
F-YV40MH,43450-1670,05C3957-5410,WI-F1模組
F-YV36MH-00,43450-1680,05C4731-9250 ,觸控板總成
F-YV32MH-51,43450-1680,05C4731-9250 ,觸控板總成
F-YV32MH-50,43450-1680,05C4731-9250 ,觸控板總成
F-YV40MH-00,43450-1680,05C4731-9250 ,觸控板總成
F-YV32MH,43450-1680,05C4731-9250 ,觸控板總成
F-YV40MH-01,43450-1680,05C4731-9250 ,觸控板總成
F-YV40MH-50,43450-1680,05C4731-9250 ,觸控板總成
F-YV36MH-51,43450-1680,05C4731-9250 ,觸控板總成
F-YV40MH,43450-1680,05C4731-9250 ,觸控板總成
F-YV36MH,43450-1680,05C4731-9250 ,觸控板總成
F-YV32MH-00,43450-1680,05C4731-9250 ,觸控板總成
F-YV32MH-01,43450-1680,05C4731-9250 ,觸控板總成
F-YV36MH-01,43450-1680,05C4731-9250 ,觸控板總成
F-YV36MH-50,43450-1680,05C4731-9250 ,觸控板總成
F-YV36MH,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV36MH-01,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV32MH-00,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV32MH-51,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV32MH,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV36MH-50,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV40MH-01,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV32MH-01,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV36MH-51,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV40MH-50,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV36MH-00,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV40MH-00,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV32MH-50,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV40MH,43450-1690,05C4731-9370 ,NAN0E X組立
F-YV32MH-50,43450-1700,05C3928-2538,主控板(C4731-9831)
F-YV32MH,43450-1700,05C3928-2538,主控板(C4731-9831)
F-YV32MH-00,43450-1700,05C3928-2538,主控板(C4731-9831)
F-YV32MH-51,43450-1700,05C3928-2538,主控板(C4731-9831)
F-YV32MH-01,43450-1700,05C3928-2538,主控板(C4731-9831)
F-YV36MH-51,43450-1710,05C3928-2539,主控板(C4731-9831)
F-YV36MH,43450-1710,05C3928-2539,主控板(C4731-9831)
F-YV36MH-00,43450-1710,05C3928-2539,主控板(C4731-9831)
F-YV36MH-01,43450-1710,05C3928-2539,主控板(C4731-9831)
F-YV36MH-50,43450-1710,05C3928-2539,主控板(C4731-9831)
F-YV40MH-50,43450-1720,05C3928-2540,主控板(C4731-9381)
F-YV40MH,43450-1720,05C3928-2540,主控板(C4731-9381)
F-YV40MH-00,43450-1720,05C3928-2540,主控板(C4731-9381)
F-YV40MH-01,43450-1720,05C3928-2540,主控板(C4731-9381)
F-YV45LX,43450-1730,05C4731-8840,電源板總成
F-YV45LX-50,43450-1730,05C4731-8840,電源板總成
F-YV45LX-01,43450-1730,05C4731-8840,電源板總成
F-YV45LX-00,43450-1730,05C4731-8840,電源板總成
F-YV32LX-00,43450-1740,05C4731-8340 ,電源板總成
F-YV32LX,43450-1740,05C4731-8340 ,電源板總成
F-YV32LX-50,43450-1740,05C4731-8340 ,電源板總成
F-YV32LX-T,43450-1740,05C4731-8340 ,電源板總成
F-YV32MH,43450-1750,05C3928-2541,操作版C3957-5430(內)
F-YV32MH-51,43450-1750,05C3928-2541,操作版C3957-5430(內)
F-YV32MH-00,43450-1750,05C3928-2541,操作版C3957-5430(內)
F-YV32MH-01,43450-1750,05C3928-2541,操作版C3957-5430(內)
F-YV32MH-50,43450-1750,05C3928-2541,操作版C3957-5430(內)
F-YV36MH-01,43450-1760,05C3928-2542,操作版C3957-5430(內)
F-YV36MH,43450-1760,05C3928-2542,操作版C3957-5430(內)
F-YV36MH-00,43450-1760,05C3928-2542,操作版C3957-5430(內)
F-YV36MH-51,43450-1760,05C3928-2542,操作版C3957-5430(內)
F-YV36MH-50,43450-1760,05C3928-2542,操作版C3957-5430(內)
F-YV40MH-01,43450-1770,05C3928-2543,操作版C3957-5430(內)
F-YV40MH-00,43450-1770,05C3928-2543,操作版C3957-5430(內)
F-YV40MH,43450-1770,05C3928-2543,操作版C3957-5430(內)
F-YV40MH-50,43450-1770,05C3928-2543,操作版C3957-5430(內)
F-YV28NH,43450-1780,05C3957-6190,濕度板
F-YV28NH-00,43450-1780,05C3957-6190,濕度板
F-YV28NX,43450-1780,05C3957-6190,濕度板
F-YV32NX            ,43450-1780,05C3957-6190,濕度板
F-YV28NXK-00,43450-1780,05C3957-6190,濕度板
F-YV32NXK-00,43450-1780,05C3957-6190,濕度板
F-YV28NX-00,43450-1780,05C3957-6190,濕度板
F-YV28NXK,43450-1780,05C3957-6190,濕度板
F-YV32NX-00,43450-1780,05C3957-6190,濕度板
F-YV32NXK,43450-1780,05C3957-6190,濕度板
F-YV28NXK,43450-1790,05C3928-2639 ,操作板(C3957-6020)
F-YV28NX,43450-1800,05C3928-2640 ,操作板(C3957-6020)
F-YV28NX-00,43450-1800,05C3928-2640 ,操作板(C3957-6020)
F-YV32NXK,43450-1810,05C3928-2641 ,操作板(C3957-6020)
F-YV32NX-00,43450-1820,05C3928-2642 ,操作板(C3957-6020)
F-YV32NX,43450-1820,05C3928-2642 ,操作板(C3957-6020)
F-YV28NXK-00,43450-1830,05C3928-2644 ,電源板(C4731-9980)
F-YV28NXK,43450-1830,05C3928-2644 ,電源板(C4731-9980)
F-YV28NX,43450-1840,05C3928-2645 ,電源板(C4731-9980)
F-YV28NX-00,43450-1840,05C3928-2645 ,電源板(C4731-9980)
F-YV32NXK-00,43450-1850,05C3928-2646 ,電源板(C4731-9980)
F-YV32NXK,43450-1850,05C3928-2646 ,電源板(C4731-9980)
F-YV32NX-00,43450-1860,05C3928-2647,電源板(C4731-9980)
F-YV32NX,43450-1860,05C3928-2647,電源板(C4731-9980)
F-YV28NH,43450-1870,05C3928-2643,電源板(C4731-9980)
F-YV28NH-00,43450-1870,05C3928-2643,電源板(C4731-9980)
F-YV28NH,43450-1880,05C3928-2648 ,電源板(C3957-6030)
F-YV28NH,43450-1890,05C3957-6210 ,濕度檢知P版
F-YV28NH-00,43450-1890,05C3957-6210 ,濕度檢知P版
F-YV24NN,43450-1900,05C3957-6660 ,濕度板
F-YV24NN,43450-1910,05C3957-6670 ,傾倒檢知板
F-YV24NN,43450-1920,05N0GE1E000018 ,NANOEXP版
F-YV24NN,43450-1930,05C3928-2773 ,操作版C3957-6460
F-YV24NN,43450-1940,05C3928-2776 ,電源版C3957-6470
F-Y184BW,43451-0010,05C4708-480R,電源板蓋(文字版下)
F-Y134BW,43451-0010,05C4708-480R,電源板蓋(文字版下)
F-Y184BW/94,43451-0010,05C4708-480R,電源板蓋(文字版下)
F-Y134BW/94,43451-0010,05C4708-480R,電源板蓋(文字版下)
F-Y134BW-G     ,43451-0010,05C4708-480R,電源板蓋(文字版下)
F-Y184BW-P,43451-0010,05C4708-480R,電源板蓋(文字版下)
F-Y908MW/99,43451-0020,05C4712-830R ,電源板蓋
F-Y103SW/02,43451-0020,05C4712-830R ,電源板蓋
F-Y12ES,43451-0020,05C4712-830R ,電源板蓋
F-Y901SW/01,43451-0020,05C4712-830R ,電源板蓋
F-Y105SW,43451-0020,05C4712-830R ,電源板蓋
F-Y908MW/97,43451-0020,05C4712-830R ,電源板蓋
F-Y907NW/97,43451-0020,05C4712-830R ,電源板蓋
F-Y907MW,43451-0020,05C4712-830R ,電源板蓋
F-Y907BW,43451-0020,05C4712-830R ,電源板蓋
F-Y12ES-02,43451-0020,05C4712-830R ,電源板蓋
F-Y903NW-B/95,43451-0020,05C4712-830R ,電源板蓋
F-Y103SW/03,43451-0020,05C4712-830R ,電源板蓋
F-Y12ES-00,43451-0020,05C4712-830R ,電源板蓋
F-Y901MW-T/00,43451-0020,05C4712-830R ,電源板蓋
F-Y901MW-T/01,43451-0020,05C4712-830R ,電源板蓋
F-Y907NW/99,43451-0020,05C4712-830R ,電源板蓋
F-Y901MW/00,43451-0020,05C4712-830R ,電源板蓋
F-Y901MW/01,43451-0020,05C4712-830R ,電源板蓋
F-Y903NW-G/95,43451-0020,05C4712-830R ,電源板蓋
F-Y907MW/99,43451-0020,05C4712-830R ,電源板蓋
F-Y901SW/00,43451-0020,05C4712-830R ,電源板蓋
F-Y907NW,43451-0020,05C4712-830R ,電源板蓋
F-Y903NW-B/95,43451-0030,05C4712-820,控制板固定座
F-Y186BW-B,43451-0030,05C4712-820,控制板固定座
F-Y103SW/02,43451-0030,05C4712-820,控制板固定座
F-Y103SW/03,43451-0030,05C4712-820,控制板固定座
F-Y136BW-P/96,43451-0030,05C4712-820,控制板固定座
F-Y188BW-TK/98,43451-0030,05C4712-820,控制板固定座
F-Y908MW/99,43451-0030,05C4712-820,控制板固定座
F-Y180BW/99,43451-0030,05C4712-820,控制板固定座
F-Y186BW-G/96,43451-0030,05C4712-820,控制板固定座
F-Y901MW-T/00,43451-0030,05C4712-820,控制板固定座
F-Y105SW,43451-0030,05C4712-820,控制板固定座
F-Y136BW-P,43451-0030,05C4712-820,控制板固定座
F-Y184BW-P,43451-0030,05C4712-820,控制板固定座
F-Y186BW-B/96,43451-0030,05C4712-820,控制板固定座
F-Y186BW-G,43451-0030,05C4712-820,控制板固定座
F-Y180BW-TK/99,43451-0030,05C4712-820,控制板固定座
F-Y188BW-TK/97,43451-0030,05C4712-820,控制板固定座
F-Y186BW-TK,43451-0030,05C4712-820,控制板固定座
F-Y184BW,43451-0030,05C4712-820,控制板固定座
F-Y138BW/97,43451-0030,05C4712-820,控制板固定座
F-Y188BW/98,43451-0030,05C4712-820,控制板固定座
F-Y901SW/01,43451-0030,05C4712-820,控制板固定座
F-Y188BW/97,43451-0030,05C4712-820,控制板固定座
F-Y181BW/00,43451-0030,05C4712-820,控制板固定座
F-Y130BW/99,43451-0030,05C4712-820,控制板固定座
F-Y907MW/99,43451-0030,05C4712-820,控制板固定座
F-Y903NW-G/95,43451-0030,05C4712-820,控制板固定座
F-Y901SW/00,43451-0030,05C4712-820,控制板固定座
F-Y901MW-T/01,43451-0030,05C4712-820,控制板固定座
F-Y901MW/01,43451-0030,05C4712-820,控制板固定座
F-Y907MW,43451-0030,05C4712-820,控制板固定座
F-Y907NW,43451-0030,05C4712-820,控制板固定座
F-Y188BW,43451-0030,05C4712-820,控制板固定座
F-Y907NW/99,43451-0030,05C4712-820,控制板固定座
F-Y901MW/00,43451-0030,05C4712-820,控制板固定座
F-Y907BW,43451-0030,05C4712-820,控制板固定座
F-Y908MW/97,43451-0030,05C4712-820,控制板固定座
F-Y907NW/97,43451-0030,05C4712-820,控制板固定座
F-Y186BW-B,43451-0040,05C4718-120R,控制板固定座(外側)
F-Y130BW/99,43451-0040,05C4718-120R,控制板固定座(外側)
CD-AB102K-W,43451-0040,05C4718-120R,控制板固定座(外側)
F-Y186BW-TK,43451-0040,05C4718-120R,控制板固定座(外側)
CD-AB103K-W,43451-0040,05C4718-120R,控制板固定座(外側)
F-Y186BW-G,43451-0040,05C4718-120R,控制板固定座(外側)
F-Y136BW-P,43451-0040,05C4718-120R,控制板固定座(外側)
F-Y138BW/97,43451-0040,05C4718-120R,控制板固定座(外側)
F-Y184BW-P,43451-0040,05C4718-120R,控制板固定座(外側)
F-Y181BW/00,43451-0040,05C4718-120R,控制板固定座(外側)
