機種,台松料號,材料代號,中文名稱,同行價,修理價,顧客自購價,維修工時
KX-TG7301TWS,PNBC1017Y3,26604-0060,主機按鍵,20,310,40,C.20
KX-TG4612TWB,PNJK1003V,26604-0070,子機橡皮按鍵,50,340,90,C.20
KX-FP218CES,PFBH1034Z1,26604-0080,按鍵,20,310,40,C.20
KX-TG6512TWB,PNJK1072Z,26604-0090,子機橡皮按鍵,50,340,90,C.20
KX-F126TW,PFHR1070Z,26616-0070,軸帽,20,310,40,C.20
KX-FP302BXW,PFDE1070Z,26616-0090,連桿,20,450,40,E.30
KX-FP302BXW,PFDE1071Z2,26616-0100,連桿,20,450,40,E.30
KX-FPC95,PFHR1182Y,26616-0120,連桿,30,460,50,E.30
KX-FT918TWS,PFDE1134Z,26616-0130,連桿,30,460,50,E.30
KX-F708TWS,PFDE1102Z1,26616-0160,上蓋鎖桿,20,450,40,E.30
KX-TCD530TWM,PQBH10041Z1,26616-0180,話筒開關連桿,20,450,40,E.30
KX-FPC95,PFDE1130Y1,26616-0190,鎖定連桿,50,480,90,E.30
KX-F786TW,PFDN1003Z,26616-0200,連桿,300,730,400,E.30
KX-FT918TWS,PFDE1137Y1,26616-0210,鎖蓋連桿,50,480,90,E.30
KX-FT918TWS,PFHR1214Z,26616-0220,切紙器連桿,20,450,40,E.30
KX-FT68BR,PFDE1137Z1,26616-0230,連桿,30,460,50,E.30
UF-E1-YV,DZZHPB67949,26616-0240,噴墨頭桿鎖片,90,520,150,E.30
KX-F126,PFHR1075Z1,26616-0260,軸帽,30,320,50,C.20
KX-FP701TW,PFDN1062Z,26616-0270,轉軸,30,320,50,C.20
KX-FPC95,PFDN1042Z,26616-0280,轉軸,50,340,90,C.20
KX-FPC95,PFDN1041Z,26616-0290,轉軸,50,340,90,C.20
KX-FT918TWS,PFDR1015Z,26616-0300,轉軸,50,340,90,C.20
KX-FPC95,PFDN1043Z,26616-0310,轉軸,120,410,200,C.20
KX-FP143TW,PFHR1437Z1,26616-0320,鎖蓋桿,30,320,50,C.20
KX-FP701TW,PFHR1717Z,26616-0340,軸帽,20,310,40,C.20
KX-FP701TW,PFHR1718Z,26616-0350,軸帽,20,310,40,C.20
KX-FP701TW,PFDR1105Z,26616-0360,轉軸,30,320,50,C.20
KX-F708TWS,PFDN1034Z,26616-0380,轉軸,30,320,50,C.20
KX-FT936TW,PFDJ1067Z,26616-0390,軸帽,20,310,40,C.20
KX-FP143TW,PFDJ1048Z,26616-0410,軸帽,20,310,40,C.20
KX-FP143TW,PFDN1070Z,26616-0420,轉軸,90,380,150,C.20
KX-FT988TWT,PFDR1072Y,26616-0430,轉軸,30,320,50,C.20
KX-FT988TWT,PFDN1078Z,26616-0440,轉軸,30,320,50,C.20
KX-FP711TWW,PFDE1189Y4,26616-0450,托紙連桿,30,460,50,E.30
KX-FPC95,PFUS1237Z,26630-0030,彈簧,20,450,40,E.30
KX-FT918TWS,PFUS1251Z,26630-0050,彈簧,20,450,40,E.30
KX-FT988TWT,PFUS1222Z,26630-0060,彈簧,20,450,40,E.30
KX-TG1109TWF,PQJT10204Z,26630-0090,彈簧,20,450,40,E.30
KX-TG1109TWF,PQJT10205Z,26630-0100,彈簧,30,460,50,E.30
KX-TGA810TWS,PQJC10056X,26630-0120,子機電池彈片,20,450,40,E.30
KX-TGA810TWS,PQJT10239Z,26630-0130,子機電池彈片,20,450,40,E.30
KX-TGA810TWS,PQJT10240Z,26630-0140,子機電池彈片,20,450,40,E.30
KX-TG3522TWS,PQWE10037Z,26630-0150,主機充電端子,50,480,90,E.30
KX-FP207TW,PFUS1699Y,26630-0160,上蓋固定掛勾,20,450,40,E.30
KX-FT918TWS,PFUS1179Z,26630-0170,彈簧,20,450,40,E.30
KX-FPC95,PFDR1014Z,26640-0030,導紙橡膠輪,50,480,90,E.30
KX-FP143TW,PFDR1050Z,26640-0040,導紙橡膠輪,30,460,50,E.30
KX-FP143TW,PFDR1051Z,26640-0050,導紙橡膠輪,30,460,50,E.30
KX-FP302BXW,PFDG1087Y,26643-0020,齒輪,20,450,40,E.30
KX-FP302BXW,PFDG1037Z,26643-0030,轉寫帶齒輪3,30,460,50,E.30
KX-FP302BXW,PFDG1038Z1,26643-0040,轉寫帶齒輪1,30,460,50,E.30
KX-F708TWS,PFUA1022Z,26643-0050,齒輪座,90,520,150,E.30
KX-MB788TW,PFDG1015Y,26643-0090,齒輪,20,450,40,E.30
KX-FT918TWS,PFDG1169Z,26643-0100,齒輪,20,450,40,E.30
KX-FT918TWS,PFDG1123Z,26643-0110,齒輪,20,450,40,E.30
KX-FT68BR,PFUA1026X,26643-0120,齒輪空基座,90,520,150,E.30
KX-FP143TW,PFUA1055Y,26643-0130,齒輪空基座,90,520,150,E.30
KX-FPC95,PFDX1022Z,26643-0140,齒輪,90,520,150,E.30
KX-FPC95,PFHR1186Z,26643-0150,齒輪座,20,450,40,E.30
KX-FP343TW,PFUA1041Y,26643-0170,齒輪空基座,120,550,200,E.30
KX-F126,PFUA1012Z,26643-0180,齒輪空基座,90,520,150,E.30
KX-FT988TWT,PFUA1066X,26643-0190,齒輪空基座,120,550,200,E.30
KX-FP218CES,PFDG1368Z,26643-0200,齒輪,20,450,40,E.30
KX-FP218CES,PFDG1494Z,26643-0210,齒輪,20,450,40,E.30
KX-FPC95,PFDG1148Z,26643-0220,齒輪,20,450,40,E.30
KX-FP701TW,PFUA1041X,26643-0230,齒輪空基座,150,580,250,E.30
KX-FP701TW,PFDG1282Y,26643-0240,齒輪,20,450,40,E.30
KX-FT988TWT,PFDG1450Z,26643-0250,齒輪,20,450,40,E.30
KX-FT918TWS,PFDG1022Z,26643-0260,齒輪,20,450,40,E.30
KX-FP143TW,PFDG1228Z,26643-0270,齒輪,20,450,40,E.30
KX-FP143TW,PFUA1056Z1,26643-0280,齒輪空基座,50,480,90,E.30
KX-FC233TWS,PFUA1049X,26643-0290,齒輪空基座,120,550,200,E.30
KX-FPC95,PFZMFM189E,26670-0070,齒輪組基座,50,480,90,E.30
UF-E1-YV,DZHP004519,26670-0080,墨水匣基座,5000,5430,5100,E.30
KX-FT918TWS,PFDE1133Z,26670-0090,間隔片,20,450,40,E.30
KX-TC1025TWN-L4,PQJT10151X,26700-0320,充電座,90,380,150,C.20
KX-F126TW,PFZSPW21CL,26700-0490,托紙架　　　　　　　　　　　　,50,480,90,E.30
KX-F116TW,PFUV1006Y1,26700-0700,上蓋面板座,200,630,300,E.30
KX-FP86TW,PFGG1059D1,26700-0770,操作面板蓋　　　　　　　　　　,120,550,200,E.30
KX-FPC95,PFUV1027X,26700-0780,操作面板座　　　　　　　　　　,90,520,150,E.30
KX-FT68BR,PFUV1029Y,26700-0800,操作面板座,50,480,90,E.30
KX-FP106TW,PFGG1036F1,26700-0900,操作上殼,120,550,200,E.30
KX-FP86TW,PFYKFP80M,26700-0910,底座ＰＦＫＭ１０５７Ｚ１,300,730,400,E.30
KX-F206TW-S,PFUV1024Z,26700-0940,上殼底座,90,520,150,E.30
KX-FPC95,PFHR1192X,26700-0950,印字頭蓋,20,450,40,E.30
KX-FP153TWW,PFGG1175H1,26700-1040,操作板上殼,90,520,150,E.30
KX-FP153TWW,PFUV1039Z,26700-1050,操作板底座,90,520,150,E.30
KX-F706TWT,PFGG1172V4,26700-1060,操作上蓋,120,550,200,E.30
KX-F708TWS,PFUV1052Y,26700-1070,操作上蓋底座,120,550,200,E.30
KX-F706TWT,PFKS1070Z4,26700-1080,送紙托盤蓋,120,550,200,E.30
KX-TCD650TWF,QUYF00001Y5,26700-1160,主機底座(亮紫),120,550,200,E.30
KX-F716TWT,PFKM1064X3,26700-1310,底座,150,580,250,E.30
KX-TCD705BXM,PQKF10497Z5,26700-1340,手機後殼,150,580,250,E.30
KX-TCD430TWC,PQKF10582Z2,26700-1380,子機後殼,30,460,50,E.30
KX-TCD400TWE,PQKM10586Y2,26700-1390,母機上殼,50,480,90,E.30
KX-TCD430TWC,PQKM10587Z2,26700-1400,子機前殼,30,460,50,E.30
KX-TCD400TWE,PQYF10560Z2,26700-1410,母機底殼,50,480,90,E.30
KX-TCD450TWM,PQGG10154W5,26700-1420,母機上飾板,200,630,300,E.30
KX-TCD418TWS,PQKF10582Z5,26700-1430,子機後殼,30,460,50,E.30
KX-TCD450TWM,PQKM10586Z4,26700-1440,母機上殼,90,520,150,E.30
KX-TCD500TWM,PQYF10560Z4,26700-1460,母機底殼,30,460,50,E.30
KX-FP343TW,PFGG1177C1,26700-1470,操作板上殼,120,550,200,E.30
KX-FP343TW,PFUV1054W,26700-1480,操作板下殼,120,550,200,E.30
KX-FP153TWW,PFYYFP153TW,26700-1490,底殼,500,930,600,E.30
KX-F126TW,PFUV1018Y1,26700-1500,操作板底殼,90,520,150,E.30
KX-FP153TWW,PFUA1035Z,26700-1530,紙匣,90,520,150,E.30
KX-FPC95,PFDE1129Z,26700-1540,連桿,30,460,50,E.30
KX-F716TWT,PFGG1178S4,26700-1550,操作板上殼,350,780,450,E.30
KX-F718TWS,PFUV1056Y,26700-1560,操作板底殼,150,580,250,E.30
KX-FP153TWW,PFKV1044W1,26700-1570,導紙上蓋,90,520,150,E.30
KX-TC2006TWS,PQKM10607R2,26700-1580,上殼銀,120,550,200,E.30
KX-TC2006TWS,PQKF10597Z2,26700-1600,母機底殼銀,90,520,150,E.30
KX-TC2006TWT,PQKM10607R5,26700-1620,母機上殼黑,120,550,200,E.30
KX-TC2006TWT,PQKL10056Z4,26700-1640,母機底座黑,30,460,50,E.30
KX-TC2006TWT,PQKF10597Z4,26700-1650,母機底殼黑,90,520,150,E.30
KX-FP343TW,PFKM1103V1,26700-1660,底殼,400,830,500,E.30
KX-TCD530TWM,PQGG10177Z1,26700-1670,主機上殼大飾板,90,520,150,E.30
KX-TCD530TWM,PQGG10178Z1,26700-1680,主機上殼小飾板,90,520,150,E.30
KX-TCD530TWM,PQKM10595Z1,26700-1690,子機前殼,120,550,200,E.30
KX-TCD530TWM,PQKM10612Z1,26700-1700,主機上殼,150,580,250,E.30
KX-TCD530TWM,PQYF10580Z1,26700-1710,主機底殼,90,520,150,E.30
KX-FP143TW,PFKM1134Y1,26700-1720,主機底座,400,830,500,E.30
KX-FP143TW,PFUV1069Z,26700-1740,操作面板座,90,520,150,E.30
KX-TCD430TWC,PQGG10154U2,26700-1750,母機上殼飾板C,30,460,50,E.30
KX-TG1102TWT,PQKM10586W2,26700-1760,母機上殼暗藍C,50,480,90,E.30
KX-TG1102TWT,PQKF10581Z2,26700-1770,母機底座暗藍C,30,460,50,E.30
KX-TCD446TWT,PQGG10154TB,26700-1780,上殼飾板,200,630,300,E.30
KX-TCD446TWT,PQGP10226Y4,26700-1790,表示管透鏡,30,460,50,E.30
KX-TCD446TWT,PQKF10626Z2,26700-1800,子機後殼,50,480,90,E.30
KX-TCD446TWT,PQKM10586WB,26700-1810,上殼,90,520,150,E.30
KX-TCD446TWT,PQKM10587WB,26700-1820,子機前殼,90,520,150,E.30
KX-TCD446TWT,PQYF10560Z6,26700-1830,底座,50,480,90,E.30
KX-TCD440TWS,PQKM10586WA,26700-1840,上殼,90,520,150,E.30
KX-TCD440TWS,PQKM10587WA,26700-1860,子機前殼,90,520,150,E.30
KX-TCD440TWS,PQKF10626Z1,26700-1870,子機後殼,50,480,90,E.30
KX-TCD440TWS,PQYF10560Z9,26700-1880,底座,50,480,90,E.30
KX-TCD440TWS,PQGP10226Y3,26700-1890,表示管透鏡,50,480,90,E.30
KX-FT916TWT,PFKS1103Z4,26700-1910,導紙盤,50,480,90,E.30
KX-FT906TWT,PFGG1209M4,26700-1920,操作上蓋,250,680,350,E.30
KX-FT918TWS,PFUV1071X,26700-1930,操作底殼,150,580,250,E.30
KX-FT916TWT,PFGG1209G4,26700-1940,操作上蓋,450,880,550,E.30
KX-F126TW,PFGG1031S1,26700-1950,操作上蓋,90,520,150,E.30
KX-FP143TW,PFDE1225Y1,26700-1960,卡榫/軸套,30,460,50,E.30
KX-TCD150TWB,PQKM10587Z3,26700-1980,子機前殼,30,460,50,E.30
KX-FC243TW,PFGG1218N1,26700-1990,操作板上殼,200,630,300,E.30
KX-TCD150TWB,PQGG10245W3,26700-2000,前上飾板,30,460,50,E.30
KX-FT916TWT,PFKM1131V2,26700-2010,底座,200,630,300,E.30
KX-TGA711TWS,PQKF10713Z1,26700-2020,子機後殼,50,480,90,E.30
KX-TG7102FXS,PQKM10719Z1,26700-2030,母機上殼,50,480,90,E.30
KX-TGA711TWS,PQKM10709Y2,26700-2040,子機前殼,30,460,50,E.30
KX-TG7120TWS,PQKF10708Z1,26700-2050,母機底殼,30,460,50,E.30
KX-TG7109TWF,PQKF10713Z3,26700-2060,子機後殼,90,520,150,E.30
KX-TG7109TWF,PQKM10719Z3,26700-2070,母機上殼,50,480,90,E.30
KX-TG7109TWF,PQKM10709Y6,26700-2080,子機前殼,30,460,50,E.30
KX-FT952CNS,PFKM1189Z1,26700-2090,子機前殼,300,730,400,E.30
KX-FT952CNS,PFKS1139Z1,26700-2100,導紙槽蓋,50,480,90,E.30
KX-FT952CNS,PFUV1105Z1,26700-2110,操作板下蓋,120,550,200,E.30
KX-FT936TWS,PFGG1278M1,26700-2120,操作板上蓋,120,550,200,E.30
KX-TG7120TWS,PQKM10718Z1,26700-2130,母機上殼,50,480,90,E.30
KX-TGA810TWS,PQKM10708X3,26700-2140,子機前殼,30,460,50,E.30
KX-TGA810TWS,PQKF10701Z1,26700-2150,子機後殼,50,480,90,E.30
KX-TG8100TWS,PQKF10703Z1,26700-2160,母機下殼,30,460,50,E.30
KX-TG8100TWS,PQKM10714Z1,26700-2170,母機上殼,50,480,90,E.30
KX-FP207TWS,PFKM1194Y1,26700-2180,本體外殼,120,550,200,E.30
KX-FP218CES,PFUA1081Z,26700-2190,空齒輪基座,50,480,90,E.30
KX-FP218CES,PFUV1103Z,26700-2200,操作板下蓋,90,520,150,E.30
KX-FP207TWS,PFGG1294J4,26700-2210,操作板上蓋,90,520,150,E.30
KX-FC255ES,PFKM1194X1,26700-2220,本體外殼,120,550,200,E.30
KX-FC228TWS,PFGG1297U4,26700-2230,操作板上蓋,90,520,150,E.30
KX-FG2451,PFKM1204Z1,26700-2240,本體外殼,120,550,200,E.30
BLPA100KTA,PQKF10697Z1,26700-2250,後蓋,90,520,150,E.30
BLPA100KTA,PQKM10705Y1,26700-2260,外殼,90,520,150,E.30
BLPA100KTA,PQKV10053Z1,26700-2270,前蓋,90,520,150,E.30
KX-F126,PFKF1019V1,26700-2280,底殼,200,630,300,E.30
KX-TG3521TWS,PQKM10747Y2,26700-2290,子機前殼,50,480,90,E.30
KX-TG3522TWS,PQKF10729Z3,26700-2300,子機後殼,90,520,150,E.30
KX-TG3522TWS,PQKF10731Y3,26700-2310,主機下殼,90,520,150,E.30
KX-TG3522TWS,PQKM10748X3,26700-2320,主機上殼,90,520,150,E.30
KX-TG3522TWS,PQKM10747Z2,26700-2330,子機前殼,50,480,90,E.30
KX-FP701TW,PFGG1315U1,26700-2340,上操作板,50,480,90,E.30
KX-FP701TW,PFUV1112Z,26700-2350,上操作板底殼,50,480,90,E.30
KX-FP701TW,PFGP1427V,26700-2360,上操作板飾板,90,520,150,E.30
KX-FP701TW,PFKM1231Z1,26700-2370,底座,250,680,350,E.30
KX-TGA721TWS,PQKM10763Z1,26700-2380,子機前殼,30,460,50,E.30
KX-TGA721TWS,PQGP10326Z1,26700-2390,子機前殼飾板,20,450,40,E.30
KX-TGA721TWS,PQKF10745Z1,26700-2400,子機後殼,90,520,150,E.30
KX-TG7220TWS,PQKM10762Z1,26700-2410,母機上殼,30,460,50,E.30
KX-TG7220TWS,PQKF10744Z1,26700-2420,母機底殼,20,450,40,E.30
KX-FC966TWS,PFKS1119Y1,26700-2430,防塵蓋,30,460,50,E.30
KX-FC966TWS,PFUV1082W1,26700-2440,操作底殼,200,630,300,E.30
KX-TG7200TWS,PQKM10761Z1,26700-2450,母機上殼,50,480,90,E.30
KX-TG7209TWF,PQKM10763Z3,26700-2460,子機前殼,30,460,50,E.30
KX-TG7209TWF,PQGP10326Z3,26700-2470,子機前殼飾板,30,460,50,E.30
KX-TG7209TWF,PQKM10761Z3,26700-2480,母機上殼,50,480,90,E.30
KX-TG8200TWW,PQKM10769Z3,26700-2490,子機前殼,90,520,150,E.30
KX-TG8200TWW,PQGG10421Z3,26700-2500,子機前殼飾板,50,480,90,E.30
KX-TG8200TWW,PQGP10327Z3,26700-2510,子機前殼飾板,30,460,50,E.30
KX-TG8200TWW,PQKF10749Z3,26700-2520,子機後殼,90,520,150,E.30
KX-TG8200TWW,PQKM10767Z2,26700-2530,母機上殼,90,520,150,E.30
KX-TG8200TWW,PQGP10329Z2,26700-2540,母機上殼飾板,30,460,50,E.30
KX-TG8200TWW,PQKF10747Z2,26700-2550,母機底殼,90,520,150,E.30
KX-TG8070TWS,S30747700200,26700-2560,子機前殼,120,550,200,E.30
KX-TG8070TWS,S30748010200,26700-2570,子機前殼飾板,50,480,90,E.30
KX-FP218CES,PFHX1757Z,26700-2580,墊片,20,450,40,E.30
KX-TG4611TW-B,PNKM1014X2,26700-2590,子機前殼,50,480,90,E.30
KX-TG4612TWB,PNGP1001Z2,26700-2600,子機前殼飾板,30,460,50,E.30
KX-TG4612TWB,PNKM1009Y2,26700-2610,主機上殼,90,520,150,E.30
KX-TGA731TWS,PNKM1004Y2,26700-2620,子機前殼,200,630,300,E.30
KX-TGA731TWS,PNGP1001Z1,26700-2630,子機前殼飾板,30,460,50,E.30
KX-TG7301TWS,PNKM1010Y2,26700-2640,主機上殼,50,480,90,E.30
KX-FP218CES,PFKV1143Y1,26700-2660,機構上蓋,90,520,150,E.30
KX-TCD530TWM,PQGP10232Z,26700-2670,充電指示燈罩,30,460,50,E.30
KX-FP143TW,PFKE1038Z1,26700-2680,墊片,90,520,150,E.30
KX-TG4612TWB,PNKE1001Y2,26700-2690,主機充電座蓋,20,450,40,E.30
KX-FP218CES,PFKE1058Z1,26700-2700,話機上蓋,30,460,50,E.30
KX-TG2512TWM,PNKM1129Z1,26700-2710,充電器上蓋,50,480,90,E.30
KX-FT908TW,PFUV1073Z3,26700-2720,上蓋,30,460,50,E.30
KX-FP711TW,PFKV1071Y4,26700-2730,上蓋,200,630,300,E.30
KX-FT516TW,PNKV1004W3,26700-2740,上蓋,200,630,300,E.30
KX-TG4612TWB,PNKF1011Z2,26701-0010,子機後殼,90,520,150,E.30
KX-TG4612TWB,PNKF1001Y2,26701-0020,主機後殼,50,480,90,E.30
KX-TGA731TWS,PNKF1004Z2,26701-0030,子機後殼,50,480,90,E.30
KX-TG7301TWS,PNKF1002Z2,26701-0040,主機底殼,50,480,90,E.30
KX-TG1070TWC,PQZBG1070TWC,26705-0010,底座,1200,1630,1300,E.30
KX-F706TWT,PFKM1048T2,26705-0020,底座,400,830,500,E.30
KX-TC1025TWN-L4,PQJT10150Z,26710-0010,子機充電接點　　　　　　　　　,20,450,40,E.30
KX-TCM416TWB-L4,PQJT10136Z,26710-0020,母機充電座　　　　　　　　　　,90,520,150,E.30
KX-TCM416TWB-L4,PQJT10137Z,26710-0040,子機充電接點,30,460,50,E.30
KX-TCD530TWM,PQJC10057Z,26710-0070,充電端子A,20,450,40,E.30
KX-TCD530TWM,PQJC10058Z,26710-0080,充電端子B,20,450,40,E.30
KX-TC150W-AK,PQJT10101Z,26710-0090,子機充電端子,30,460,50,E.30
KX-TC150W-AK,PQJT10102Z,26710-0100,子機充電端子,30,460,50,E.30
KX-TC1025TWN-L4,PQKK10089Y4,26714-0110,電池蓋（銀）,30,180,50,A.10
KX-TC2006TWS,PQKK10124Z4,26714-0130,子機電池蓋(銀),100,250,150,A.10
KX-TCD700BXB,PQKK10109Y2,26714-0150,子機電池蓋(黑),200,350,250,A.10
KX-TCD705BXM,PQKK10109Z5,26714-0200,電池蓋,120,270,200,A.10
KX-TCD400TWC,PQKK10134Z2,26714-0210,子機電池蓋,30,180,50,A.10
KX-TCD450TWM,PQKK10134Z5,26714-0220,子機電池蓋,20,170,40,A.10
KX-TC1226TWF,PQKK10122X4,26714-0230,子機電池蓋,30,180,50,A.10
KX-TC1226TWS,PQKK10122Y3,26714-0240,子機電池蓋,30,180,50,A.10
KX-TCD530TWM,PQKK10134Y6,26714-0250,子機電池蓋,50,200,80,A.10
KX-TCD430TWC,PQKK10134X2,26714-0260,子機電池蓋,20,170,40,A.10
KX-TCD440TWS,PQKK10134ZG,26714-0280,子機電池蓋,30,180,50,A.10
KX-TCD300TWT,PQKK10583Z3,26714-0290,子機電池蓋,50,200,90,A.10
KX-TCD216TWF,PQKK10583Z2,26714-0300,子機電池蓋,30,180,50,A.10
KX-TGA810TWS,PQKK10595X3,26714-0310,子機電池蓋,30,180,50,A.10
KX-TG7109TWF,PQKK10595X5,26714-0320,子機電池蓋,50,200,90,A.10
KX-TG1100TWS,PQKK10134XP,26714-0330,子機電池蓋,30,180,50,A.10
KX-TCD150TWB,PQKK10134X3,26714-0340,子機電池蓋(黑),20,170,40,A.10
KX-TG3522TWS,PQKK10600Z3,26714-0350,子機電池蓋,50,200,90,A.10
KX-TGA721TWS,PQKK10603Z1,26714-0360,子機電池蓋,30,180,50,A.10
KX-TG8200TWW,PQKK10604Z3,26714-0370,子機電池蓋,30,180,50,A.10
KX-TG4612TWB,PNKK1001Z2,26714-0380,電池蓋,50,200,90,A.10
KX-TCD810,PQKK10591Z1,26714-0390,電池蓋,20,170,40,A.10
KX-TGA731TWS,PNKK1001Z1,26714-0400,電池蓋,30,180,50,A.10
KX-TG1109,PQKK10134XD,26714-0410,電池蓋,30,180,50,A.10
KX-TCD230TWS,PQKK10583Z1,26714-0420,電池蓋,30,180,50,A.10
EB-VS2-PH,3CE001830BAG,26714-0430,電池蓋(粉紅),50,200,90,A.10
KX-TG6513TWB,PNKK1038Y1,26714-0440,電池蓋,50,200,90,A.10
KX-F126TW,PFKS1023Z1,26764-0050,導紙盤,30,460,50,E.30
KX-F318TW,PFKS1016Z2,26764-0070,導紙器　　　　　　　　　　　　,90,520,150,E.30
KX-FT918TWS,PQUS10136Z,26764-0100,導紙架　　　　　　　　　　　　,50,480,90,E.30
KX-FP86TW,PFKS1043Z1,26764-0110,紙托皿,90,520,150,E.30
KX-FT68BR,PFUS1167Z,26764-0120,導紙架　　　　　　　　　　　　,30,460,50,E.30
KX-FP302BXW,PFHR1152Z,26764-0140,轉寫紙架,30,460,50,E.30
KX-FP302BXW,PFKS1028Z1,26764-0150,導紙蓋　　　　　　　　　　　　,30,460,50,E.30
KX-FP153TWW,PFUS1385Z,26764-0170,紀錄紙支架,50,480,90,E.30
KX-FP343TW,PFKS1094Z1,26764-0180,導紙板,30,460,50,E.30
KX-FP343TW,PFUS1406Z-A,26764-0190,紙盤,30,460,50,E.30
KX-F716TWT,PFKS1077Z4,26764-0200,導紙防塵蓋,50,480,90,E.30
KX-FP143TW,PFZXFP143TW,26764-0220,導紙槽板,150,580,250,E.30
KX-FP218CES,PFUS1704Z,26764-0230,彈簧支架,50,480,90,E.30
KX-FT988TWT,PFUS1632Z,26764-0240,彈簧支架,30,460,50,E.30
KX-FP701TW,PFKS1094Z2,26764-0250,導紙架,30,460,50,E.30
KX-FL503TW,PFZXFL501G,26764-0260,導紙盤,300,730,400,E.30
KX-FT918TWS,PFKS1103Z5,26764-0270,導紙盤,50,480,90,E.30
UF-4100-AE,DZML000524,26764-0280,導紙盤,250,680,350,E.30
KX-TCD530TWM,PQKE10355Z1,26850-0020,子機皮帶夾,30,460,50,E.30
KX-TG8070TWS,3.00748E+11,26850-0030,子機皮帶夾,30,460,50,E.30
UF-S2,TP-15M,26885-0010,傳真紙單卷15M,50,340,90,C.20
UF-S2,TP-15M-R,26885-0011,傳真紙單卷15M,50,340,90,C.20
FX-F1006TW,KX-FA134,26885-0020,轉寫紙(一盒兩卷),2100,2390,2250,C.20
KX-FP207,KX-FA52E-A,26885-0021,轉寫帶,1300,1590,1400,C.20
KX-FP106TW,KX-FA136A,26885-0030,轉寫紙一盒兩卷,1000,1290,1100,C.20
KX-FP86TW,KX-FA55A,26885-0050,轉寫紙一盒兩卷各50M,650,940,800,C.20
KX-FP701,KX-FA57E,26885-0080,轉寫紙單支裝70M,530,820,650,C.20
KX-FP143,KX-FA54E,26885-0090,轉寫帶兩支裝35M,530,820,650,C.20
KX-FP207TWS,PFPE1511Z,26885-0100,測試用轉寫帶,90,380,150,C.20
KX-FP218CES,PFPE1490Z,26885-0110,測試用轉寫帶,90,380,150,C.20
KX-FP207,KX-FA52E,26885-0120,轉寫帶,507,890,600,C.20
KX-FL503,KX-FA76A,26885-0130,轉寫帶,973,1390,1100,C.20
,UG-3313-AEC,26885-0140,碳粉,5299,5690,5400,C.20
KX-FT988TWT,PFDF1017Z,26900-0030,橡皮輪軸,30,460,50,E.30
KX-FP106TW,PFKS1032Z1,26900-0070,導紙板　　　　　　　　　　　　,50,480,90,E.30
KX-F126TW,PFHR1078Z,26900-0110,紙槽隔板,20,450,40,E.30
KX-FP86TW,PFHX1374Z,26900-0170,ＣＩＳ遮光片,50,480,90,E.30
KX-FP302BXW,PFHG1061Z,26900-0270,軟木塞防滑片,20,450,40,E.30
KX-FPC95,PFHG1075Z,26900-0290,分頁橡皮,20,450,40,E.30
KX-FPC95,PFHX1373Z,26900-0300,分頁橡皮墊,20,450,40,E.30
KX-FT918TWS,PFHG1064Z,26900-0320,分頁橡皮,30,460,50,E.30
KX-TCD700BXC,PQGP10178X1,26900-0350,顯示板透鏡,90,520,150,E.30
KX-F126,PFDJ1017Y,26900-0390,轉軸套,20,450,40,E.30
KX-F126,PFDJ1016Y,26900-0400,轉軸套,20,450,40,E.30
KX-FPC95,PFDJ1029Z,26900-0410,轉軸套,20,450,40,E.30
KX-TCD420ALM,PQGP10225Z4,26900-0440,顯示器透鏡,30,460,50,E.30
KX-TCD580BXS-UK1,PQGB10019Z1,26900-0450,標誌,30,460,50,E.30
KX-TCD530TWM,PQGP10230Z1,26900-0470,子機操作飾板,30,460,50,E.30
KX-TCD530TWM,PQGP10231Z,26900-0480,子機視窗透鏡,50,480,90,E.30
KX-TCD530TWM,PQHS10568Z,26900-0490,子機操作飾板貼紙,50,480,90,E.30
KX-TCD530TWM,PQKL10059Z1,26900-0500,主機腳座,30,460,50,E.30
KX-FT68BR,PFHX1360Z,26900-0510,外殼,50,480,90,E.30
KX-TCD430TWC,PQGP10225X2,26900-0520,液晶透鏡暗藍C,20,450,40,E.30
KX-TCD450TWM,PQHS10553Z,26900-0530,透鏡雙面膠,20,450,40,E.30
KX-F786TW,PFUG1006Z,26900-0540,轉軸套,50,480,90,E.30
KX-FP86TW,PFDE1126Z1,26900-0550,導紙連接板,90,520,150,E.30
KX-FP302BXW,PFDJ1014Z,26900-0560,轉軸固定座,20,450,40,E.30
KX-FP302BXW,PFDJ1007Z,26900-0570,轉軸固定座,20,450,40,E.30
KX-FP143TW,PFHG1161Z,26900-0590,磨擦膠板,30,460,50,E.30
KX-FP143TW,PFHG1186Z,26900-0600,磨擦膠板,30,460,50,E.30
KX-FP143TW,PFHR1393Z,26900-0610,膠板座,20,450,40,E.30
KX-FP143TW,PFDJ1047Z,26900-0620,軸套,20,450,40,E.30
KX-TGA711TWS,PQGP10302Z1,26900-0630,子機前殼透鏡,30,460,50,E.30
KX-TG8100TWS,PQKE10456Z1,26900-0640,皮帶夾,20,450,40,E.30
KX-TG7109TWF,PQGP10302Z3,26900-0650,子機前殼透鏡,30,460,50,E.30
KX-FT926TWS,PFGG1280H1,26900-0660,視窗透鏡,50,480,90,E.30
KX-TGA810TWS,PQGP10303Z1,26900-0670,子機前殼透鏡,30,460,50,E.30
